gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none,average score,success
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-1.4145905491559108,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.7088712756381734,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,-0.5415535691007786,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.6286824969155754,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,-0.9149366446584923,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.01593352307435944,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,2.1512141243035376,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-1.0247662908538648,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.24115127602768663,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,1.6643738284898681,False
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,0.059874811929146454,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-1.5371340773307256,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.012541708429727896,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,-0.4281435007280132,False
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,0.2137400507456865,False
False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,-0.12083660980737793,False
False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,-0.6990927536248238,False
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.14589336187493404,False
False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,-1.5675135305449122,False
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,-1.0729473480144411,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0.17309627276915038,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.5007683354746714,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,0.038445633922173594,False
False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.3497093818494563,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,1.5908067363156715,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.27554980228507586,False
False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,-0.588320850001913,False
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,-0.6976326057184599,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,1.0580934849089478,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.23403836379235943,False
False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0.14422411934451793,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1.3739734359712743,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.16659555477902932,False
False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,-0.4304987541787255,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.35942837110481224,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.6731416762491879,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,0.9052176554031366,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.8077451632129744,False
False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,-1.1660591033405334,False
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0.04183744856680514,False
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0.7660451171874966,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.7028884481268779,False
True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,0.37094995232366784,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,-0.8785326349877457,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.0730327677123242,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,-0.2808261317847846,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.0853640347776452,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1.9752603613516282,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.8034582430239946,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.5308923224178842,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.5659973466868603,False
True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,-1.0747375591031376,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,2.1512141243035376,False
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,0.2845275225204578,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.3686144057279779,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.01565061177521737,False
False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,-0.11763340269550775,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.38561520789639997,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,0.17493363574103718,False
True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,0.7969424608805088,False
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1.9092777002446624,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.3474012802819344,False
True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,-0.9025056739781921,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.62590287651615,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.42993371181670975,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.44348048330394524,False
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,-0.47444004303351256,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.40581921717669217,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,-1.327461621341114,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.7073728599171167,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,-3.298183649341032,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.7479606019419648,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0394439273014002,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1.1728693974216964,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.6132628112117978,False
False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.9233690293868809,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-1.180374588875911,False
False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,0.6355399428799284,False
True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-1.5438705547367981,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,0.7325142514462876,False
False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0.8606170204199529,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,0.4874217721587322,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.08653238731636936,False
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0.1052290968071072,False
False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.3417210709248033,False
True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,1.7547059634165354,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.7000821629355528,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.18111935470219045,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.4400886686593137,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,1.0182976605935694,False
